id	timestamp	content	user	topic
132	2020-02-19 14:07:19	task started	A311A0TCGNTFKK	10
133	2020-02-19 14:07:20	search started	A105ZUIAGMN8SW	10
134	2020-02-19 14:07:21	engine returns: 374	A2R89RXGEVG05I	10
135	2020-02-19 14:07:21	user queries subtopic 1 with: Amazon rainforest	A2R89RXGEVG05I	10
136	2020-02-19 14:07:21	task started	A1AF25FCVKC87X	6
137	2020-02-19 14:07:21	search started	A2O5OJXCUFQ3FV	3
138	2020-02-19 14:07:23	topic 7 is assigned to the user	A2WUMRRE9070N8	7
139	2020-02-19 14:07:24	engine returns: 374	A2EED3HLTA96CP	10
140	2020-02-19 14:07:24	user queries subtopic 1 with: Amazon rainforest history	A2EED3HLTA96CP	10
141	2020-02-19 14:07:25	topic 4 is assigned to the user	A9ZCY6FLUCIU1	4
142	2020-02-19 14:07:26	users judges paragraph 374 irrelevant	A1WH32GYQOHIRQ	10
143	2020-02-19 14:07:28	task started	A9ZCY6FLUCIU1	4
144	2020-02-19 14:07:28	task started	A2WUMRRE9070N8	7
145	2020-02-19 14:07:29	users judges paragraph 374 relevant	A2EED3HLTA96CP	10
146	2020-02-19 14:07:29	topic 10 is assigned to the user	AWJUGWPCUGKEG	10
147	2020-02-19 14:07:30	users judges paragraph 607 relevant	A1PTH9KTRO06EG	4
148	2020-02-19 14:07:33	task started	AWJUGWPCUGKEG	10
149	2020-02-19 14:07:34	user queries subtopic 1 with: Amazon rainforest history	A105ZUIAGMN8SW	10
150	2020-02-19 14:07:34	engine returns: 374	A105ZUIAGMN8SW	10
151	2020-02-19 14:07:35	user queries subtopic 9 with: geological principles	A1XKL37QKFITT1	5
152	2020-02-19 14:07:35	engine returns: 521	A1XKL37QKFITT1	5
153	2020-02-19 14:07:39	topic 2 is assigned to the user	A3HZFB2JLF3JMY	2
154	2020-02-19 14:07:42	task started	A3HZFB2JLF3JMY	2
155	2020-02-19 14:07:44	users judges paragraph 521 relevant	A1XKL37QKFITT1	5
156	2020-02-19 14:07:53	users judges paragraph 374 relevant	A2R89RXGEVG05I	10
157	2020-02-19 14:07:56	topic 4 is assigned to the user	A8C3WNWRBWUXO	4
158	2020-02-19 14:07:58	topic read	A1AF25FCVKC87X	6
159	2020-02-19 14:07:58	engine returns: 372	A1WH32GYQOHIRQ	10
160	2020-02-19 14:07:58	user queries subtopic 1 with: when did the rainforest come into existance	A1WH32GYQOHIRQ	10
161	2020-02-19 14:08:01	topic read	A3HZFB2JLF3JMY	2
162	2020-02-19 14:08:02	engine returns: 501	A1XKL37QKFITT1	5
163	2020-02-19 14:08:02	user queries subtopic 8 with: geologic epochs	A1XKL37QKFITT1	5
164	2020-02-19 14:08:03	search started	A3HZFB2JLF3JMY	2
165	2020-02-19 14:08:03	topic read	A9ZCY6FLUCIU1	4
166	2020-02-19 14:08:03	engine returns: 371	A2EED3HLTA96CP	10
167	2020-02-19 14:08:03	user queries subtopic 2 with: Map of Amazon rainfirest	A2EED3HLTA96CP	10
168	2020-02-19 14:08:06	users judges paragraph 372 relevant	A1WH32GYQOHIRQ	10
169	2020-02-19 14:08:07	users judges paragraph 371 relevant	A2EED3HLTA96CP	10
170	2020-02-19 14:08:08	users judges paragraph 374 relevant	A105ZUIAGMN8SW	10
171	2020-02-19 14:08:09	engine returns: 600	A1PTH9KTRO06EG	4
172	2020-02-19 14:08:09	user queries subtopic 24 with: Private schools	A1PTH9KTRO06EG	4
173	2020-02-19 14:08:12	users judges paragraph 501 relevant	A1XKL37QKFITT1	5
174	2020-02-19 14:08:13	topic 5 is assigned to the user	AERTM9Y12LBNF	5
175	2020-02-19 14:08:13	topic 2 is assigned to the user	APIMRVTG43CPH	2
176	2020-02-19 14:08:17	search started	A9ZCY6FLUCIU1	4
177	2020-02-19 14:08:20	task started	APIMRVTG43CPH	2
178	2020-02-19 14:08:20	user queries subtopic 2 with: Amazon rainforest location	A2R89RXGEVG05I	10
179	2020-02-19 14:08:20	engine returns: 371	A2R89RXGEVG05I	10
180	2020-02-19 14:08:23	topic 2 is assigned to the user	A1VB3MHF6YCDHJ	2
181	2020-02-19 14:08:23	engine returns: 371	A105ZUIAGMN8SW	10
182	2020-02-19 14:08:23	user queries subtopic 2 with: location of the amazon rainforest	A105ZUIAGMN8SW	10
183	2020-02-19 14:08:23	task started	A8C3WNWRBWUXO	4
184	2020-02-19 14:08:23	search started	A1AF25FCVKC87X	6
185	2020-02-19 14:08:24	users judges paragraph 600 relevant	A1PTH9KTRO06EG	4
186	2020-02-19 14:08:25	task started	AERTM9Y12LBNF	5
187	2020-02-19 14:08:26	engine returns: 521	A1XKL37QKFITT1	5
188	2020-02-19 14:08:26	user queries subtopic 7 with: geology earth modeling	A1XKL37QKFITT1	5
189	2020-02-19 14:08:26	user queries subtopic 2 with: where is the rainforest located	A1WH32GYQOHIRQ	10
190	2020-02-19 14:08:26	engine returns: 371	A1WH32GYQOHIRQ	10
191	2020-02-19 14:08:28	satisfaction question started	A3HZFB2JLF3JMY	2
192	2020-02-19 14:08:28	engine returns: 381	A2EED3HLTA96CP	10
193	2020-02-19 14:08:28	user queries subtopic 3 with: Amazon rainforest flora and fauna	A2EED3HLTA96CP	10
194	2020-02-19 14:08:29	engine returns: 600	A1PTH9KTRO06EG	4
195	2020-02-19 14:08:29	user queries subtopic 24 with: Private schools	A1PTH9KTRO06EG	4
196	2020-02-19 14:08:30	users judges paragraph 521 irrelevant	A1XKL37QKFITT1	5
197	2020-02-19 14:08:31	topic 6 is assigned to the user	AQ3OF7X6X76DV	6
198	2020-02-19 14:08:31	user is satisfied	A3HZFB2JLF3JMY	2
199	2020-02-19 14:08:31	task completed	A3HZFB2JLF3JMY	2
200	2020-02-19 14:08:32	users judges paragraph 371 relevant	A2R89RXGEVG05I	10
201	2020-02-19 14:08:32	users judges paragraph 371 relevant	A105ZUIAGMN8SW	10
202	2020-02-19 14:08:33	users judges paragraph 600 relevant	A1PTH9KTRO06EG	4
203	2020-02-19 14:08:37	topic read	A311A0TCGNTFKK	10
204	2020-02-19 14:08:39	users judges paragraph 381 irrelevant	A2EED3HLTA96CP	10
205	2020-02-19 14:08:40	engine returns: 600	A1PTH9KTRO06EG	4
206	2020-02-19 14:08:40	user queries subtopic 24 with: Private Schools	A1PTH9KTRO06EG	4
207	2020-02-19 14:08:40	users judges paragraph 371 relevant	A1WH32GYQOHIRQ	10
208	2020-02-19 14:08:41	task started	AQ3OF7X6X76DV	6
209	2020-02-19 14:08:42	search started	AY6FIVEJJAWMK	9
210	2020-02-19 14:08:43	user queries subtopic 13 with: Economic Inequality	A1AF25FCVKC87X	6
211	2020-02-19 14:08:43	engine returns: 689	A1AF25FCVKC87X	6
212	2020-02-19 14:08:45	user queries subtopic 1 with: Amazon rainforest	A2R89RXGEVG05I	10
213	2020-02-19 14:08:45	engine returns: 374	A2R89RXGEVG05I	10
214	2020-02-19 14:08:46	user queries subtopic 11 with: notable geologists	A1XKL37QKFITT1	5
215	2020-02-19 14:08:46	engine returns: 499	A1XKL37QKFITT1	5
216	2020-02-19 14:08:47	users judges paragraph 600 relevant	A1PTH9KTRO06EG	4
217	2020-02-19 14:08:47	task started	A1VB3MHF6YCDHJ	2
218	2020-02-19 14:08:48	search started	A2V66KLFVJTLKC	2
219	2020-02-19 14:08:50	topic 3 is assigned to the user	ARWN6TT8EWCFJ	3
220	2020-02-19 14:08:52	engine returns: 380	A105ZUIAGMN8SW	10
221	2020-02-19 14:08:52	user queries subtopic 3 with: animal species in the amazon rainforest	A105ZUIAGMN8SW	10
222	2020-02-19 14:08:52	users judges paragraph 499 irrelevant	A1XKL37QKFITT1	5
223	2020-02-19 14:08:53	task started	ARWN6TT8EWCFJ	3
224	2020-02-19 14:08:53	engine returns: 607	A1PTH9KTRO06EG	4
225	2020-02-19 14:08:53	user queries subtopic 18 with: Private schools in the US	A1PTH9KTRO06EG	4
226	2020-02-19 14:08:55	engine returns: 380	A2EED3HLTA96CP	10
227	2020-02-19 14:08:55	user queries subtopic 3 with: Amazon rainforest biodiversity	A2EED3HLTA96CP	10
228	2020-02-19 14:08:56	search started	A2S64AUN7JI7ZS	9
229	2020-02-19 14:08:57	users judges paragraph 380 relevant	A2EED3HLTA96CP	10
230	2020-02-19 14:08:59	topic read	AERTM9Y12LBNF	5
231	2020-02-19 14:09:00	topic 11 is assigned to the user	A36K4ELT4YH00L	11
232	2020-02-19 14:09:01	users judges paragraph 607 relevant	A1PTH9KTRO06EG	4
233	2020-02-19 14:09:01	topic read	ARWN6TT8EWCFJ	3
234	2020-02-19 14:09:01	topic 1 is assigned to the user	A3FXXVWB4808XQ	1
235	2020-02-19 14:09:02	topic read	APIMRVTG43CPH	2
236	2020-02-19 14:09:02	search started	ARWN6TT8EWCFJ	3
237	2020-02-19 14:09:02	users judges paragraph 689 relevant	A1AF25FCVKC87X	6
238	2020-02-19 14:09:03	users judges paragraph 374 relevant	A2R89RXGEVG05I	10
239	2020-02-19 14:09:04	task started	A36K4ELT4YH00L	11
240	2020-02-19 14:09:04	task started	A3FXXVWB4808XQ	1
241	2020-02-19 14:09:04	satisfaction question started	A1PTH9KTRO06EG	4
242	2020-02-19 14:09:04	engine returns: 521	A1XKL37QKFITT1	5
243	2020-02-19 14:09:04	user queries subtopic 11 with: famous geologists	A1XKL37QKFITT1	5
244	2020-02-19 14:09:06	engine returns: 380	A1WH32GYQOHIRQ	10
245	2020-02-19 14:09:06	user queries subtopic 3 with: what is the biodiversity like in the amazon rainforest	A1WH32GYQOHIRQ	10
246	2020-02-19 14:09:07	user is unsatisfied	A1PTH9KTRO06EG	4
247	2020-02-19 14:09:07	task completed	A1PTH9KTRO06EG	4
248	2020-02-19 14:09:09	topic read	AQ3OF7X6X76DV	6
249	2020-02-19 14:09:10	users judges paragraph 521 irrelevant	A1XKL37QKFITT1	5
250	2020-02-19 14:09:10	users judges paragraph 380 relevant	A105ZUIAGMN8SW	10
251	2020-02-19 14:09:12	search started	APIMRVTG43CPH	2
252	2020-02-19 14:09:12	user queries subtopic 13 with: Economic Inequality	A1AF25FCVKC87X	6
253	2020-02-19 14:09:12	engine returns: 689	A1AF25FCVKC87X	6
254	2020-02-19 14:09:14	search started	AQ3OF7X6X76DV	6
255	2020-02-19 14:09:17	search started	A311A0TCGNTFKK	10
256	2020-02-19 14:09:19	engine returns: 386	A2EED3HLTA96CP	10
257	2020-02-19 14:09:19	user queries subtopic 4 with: Amazon rainforest conservation	A2EED3HLTA96CP	10
258	2020-02-19 14:09:20	user queries subtopic 11 with: list of geologists	A1XKL37QKFITT1	5
259	2020-02-19 14:09:20	engine returns: 499	A1XKL37QKFITT1	5
260	2020-02-19 14:09:20	users judges paragraph 380 relevant	A1WH32GYQOHIRQ	10
261	2020-02-19 14:09:24	user queries subtopic 3 with: Amazon rainforest biodiversity	A2R89RXGEVG05I	10
262	2020-02-19 14:09:24	engine returns: 380	A2R89RXGEVG05I	10
263	2020-02-19 14:09:24	users judges paragraph 386 relevant	A2EED3HLTA96CP	10
264	2020-02-19 14:09:25	topic read	A3FXXVWB4808XQ	1
265	2020-02-19 14:09:25	users judges paragraph 499 irrelevant	A1XKL37QKFITT1	5
266	2020-02-19 14:09:30	users judges paragraph 689 relevant	A1AF25FCVKC87X	6
267	2020-02-19 14:09:30	user queries subtopic 3 with: number of different species in the amazon rainforest	A105ZUIAGMN8SW	10
268	2020-02-19 14:09:30	engine returns: 380	A105ZUIAGMN8SW	10
269	2020-02-19 14:09:31	users judges paragraph 380 relevant	A2R89RXGEVG05I	10
270	2020-02-19 14:09:32	users judges paragraph 380 irrelevant	A105ZUIAGMN8SW	10
271	2020-02-19 14:09:36	user queries subtopic 3 with: animal life in rainforest	A1WH32GYQOHIRQ	10
272	2020-02-19 14:09:36	engine returns: 381	A1WH32GYQOHIRQ	10
273	2020-02-19 14:09:38	user queries subtopic 10 with: modern geology	A1XKL37QKFITT1	5
274	2020-02-19 14:09:38	engine returns: 511	A1XKL37QKFITT1	5
275	2020-02-19 14:09:39	engine returns: 1	A2S64AUN7JI7ZS	9
276	2020-02-19 14:09:39	user queries subtopic 34 with: The Normans origins and culture	A2S64AUN7JI7ZS	9
277	2020-02-19 14:09:40	engine returns: 371	A2EED3HLTA96CP	10
278	2020-02-19 14:09:40	user queries subtopic 5 with: Amaon rainforest basic facts	A2EED3HLTA96CP	10
279	2020-02-19 14:09:41	topic 4 is assigned to the user	A1RQ3JL9Z4PWZ2	4
280	2020-02-19 14:09:41	users judges paragraph 381 irrelevant	A1WH32GYQOHIRQ	10
281	2020-02-19 14:09:42	engine returns: 474	A2V66KLFVJTLKC	2
282	2020-02-19 14:09:42	user queries subtopic 28 with: "black death" origins	A2V66KLFVJTLKC	2
283	2020-02-19 14:09:43	satisfaction question started	A1AF25FCVKC87X	6
284	2020-02-19 14:09:44	users judges paragraph 371 relevant	A2EED3HLTA96CP	10
285	2020-02-19 14:09:45	users judges paragraph 511 relevant	A1XKL37QKFITT1	5
286	2020-02-19 14:09:46	topic 5 is assigned to the user	AOWLCXNXCSQAC	5
287	2020-02-19 14:09:49	search started	AERTM9Y12LBNF	5
288	2020-02-19 14:09:49	task started	A1RQ3JL9Z4PWZ2	4
289	2020-02-19 14:09:51	satisfaction question started	A2EED3HLTA96CP	10
290	2020-02-19 14:09:51	user is unsatisfied	A1AF25FCVKC87X	6
291	2020-02-19 14:09:51	task completed	A1AF25FCVKC87X	6
292	2020-02-19 14:09:52	user is satisfied	A2EED3HLTA96CP	10
293	2020-02-19 14:09:52	task completed	A2EED3HLTA96CP	10
294	2020-02-19 14:09:55	user queries subtopic 3 with: how many animals are in the amazon rainforest	A105ZUIAGMN8SW	10
295	2020-02-19 14:09:55	engine returns: 380	A105ZUIAGMN8SW	10
296	2020-02-19 14:09:55	engine returns: 499	A1XKL37QKFITT1	5
297	2020-02-19 14:09:55	user queries subtopic 11 with: geologists	A1XKL37QKFITT1	5
298	2020-02-19 14:09:55	topic read	AWJUGWPCUGKEG	10
299	2020-02-19 14:09:57	topic 9 is assigned to the user	A1F9KLZGHE9DTA	9
300	2020-02-19 14:09:57	topic 6 is assigned to the user	A25FH7PXC446RG	6
301	2020-02-19 14:09:57	search started	AWJUGWPCUGKEG	10
302	2020-02-19 14:09:58	users judges paragraph 380 irrelevant	A105ZUIAGMN8SW	10
303	2020-02-19 14:09:58	users judges paragraph 499 irrelevant	A1XKL37QKFITT1	5
304	2020-02-19 14:09:58	engine returns: 386	A2R89RXGEVG05I	10
305	2020-02-19 14:09:58	user queries subtopic 4 with: Amazon rainforest conservation efforts	A2R89RXGEVG05I	10
306	2020-02-19 14:10:00	task started	A1F9KLZGHE9DTA	9
307	2020-02-19 14:10:00	user queries subtopic 3 with: species animals rainforest	A1WH32GYQOHIRQ	10
308	2020-02-19 14:10:00	engine returns: 380	A1WH32GYQOHIRQ	10
309	2020-02-19 14:10:03	topic read	A36K4ELT4YH00L	11
310	2020-02-19 14:10:05	users judges paragraph 386 relevant	A2R89RXGEVG05I	10
311	2020-02-19 14:10:07	task started	A25FH7PXC446RG	6
312	2020-02-19 14:10:08	task started	AOWLCXNXCSQAC	5
313	2020-02-19 14:10:09	users judges paragraph 380 irrelevant	A1WH32GYQOHIRQ	10
314	2020-02-19 14:10:09	engine returns: 496	A1XKL37QKFITT1	5
315	2020-02-19 14:10:09	user queries subtopic 6 with: rock types	A1XKL37QKFITT1	5
316	2020-02-19 14:10:13	users judges paragraph 496 irrelevant	A1XKL37QKFITT1	5
317	2020-02-19 14:10:14	topic 10 is assigned to the user	A248QG4DPULP46	10
318	2020-02-19 14:10:15	user queries subtopic 10 with: Geology	AERTM9Y12LBNF	5
319	2020-02-19 14:10:15	engine returns: 511	AERTM9Y12LBNF	5
320	2020-02-19 14:10:15	user queries subtopic 4 with: conservation in the amazon rainforest	A105ZUIAGMN8SW	10
321	2020-02-19 14:10:15	engine returns: 386	A105ZUIAGMN8SW	10
322	2020-02-19 14:10:16	user queries subtopic 5 with: Amazon Rainforest	A311A0TCGNTFKK	10
323	2020-02-19 14:10:16	engine returns: 371	A311A0TCGNTFKK	10
324	2020-02-19 14:10:20	users judges paragraph 1 relevant	A2S64AUN7JI7ZS	9
325	2020-02-19 14:10:20	topic read	A1RQ3JL9Z4PWZ2	4
326	2020-02-19 14:10:22	task started	A248QG4DPULP46	10
327	2020-02-19 14:10:23	search started	A1RQ3JL9Z4PWZ2	4
328	2020-02-19 14:10:24	user queries subtopic 5 with: amazon rainforest facts	A2R89RXGEVG05I	10
329	2020-02-19 14:10:24	engine returns: 371	A2R89RXGEVG05I	10
330	2020-02-19 14:10:26	topic read	A8C3WNWRBWUXO	4
331	2020-02-19 14:10:28	users judges paragraph 371 relevant	A2R89RXGEVG05I	10
332	2020-02-19 14:10:31	user queries subtopic 35 with: Normans	A2S64AUN7JI7ZS	9
333	2020-02-19 14:10:31	engine returns: 2	A2S64AUN7JI7ZS	9
334	2020-02-19 14:10:31	engine returns: 379	A1WH32GYQOHIRQ	10
335	2020-02-19 14:10:31	user queries subtopic 3 with: animal species amazon rainforst	A1WH32GYQOHIRQ	10
336	2020-02-19 14:10:33	users judges paragraph 386 irrelevant	A105ZUIAGMN8SW	10
337	2020-02-19 14:10:34	user queries subtopic 6 with: cycles and transformations	A1XKL37QKFITT1	5
338	2020-02-19 14:10:34	engine returns: 496	A1XKL37QKFITT1	5
339	2020-02-19 14:10:34	user queries subtopic 5 with: How deep does the amazon rainforest go	AWJUGWPCUGKEG	10
340	2020-02-19 14:10:34	users judges paragraph 379 relevant	A1WH32GYQOHIRQ	10
341	2020-02-19 14:10:37	users judges paragraph 496 irrelevant	A1XKL37QKFITT1	5
342	2020-02-19 14:10:39	users judges paragraph 474 relevant	A2V66KLFVJTLKC	2
